Input.image,Linearly-vs-Painterly,Planar-vs-Recessional,closed-form-vs-open-form,multiplicity-vs-unity,absolute-clarity-vs-relative-clarity
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3082_anemones-and-buttercups-1890.jpg!Blog.jpg,0.7,0.5,0.4,0.35,0.15
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3089_vasylkiv-fort-in-kyiv-1846.jpg!Blog.jpg,0.9,0.7,0.95,0.8,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3095_the-hermit-1670.jpg!Blog.jpg,0.85,0.6,0.25,0.5,0.3
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3097_after-the-storm-moonrise-1894.jpg!Blog.jpg,0.8,0.6,0.85,1.0,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/309_mischief-night-1986.jpg!Blog.jpg,0.65,0.75,0.25,0.4,0.5
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/30_the-redeemer-1502.jpg!Blog.jpg,0.95,0.0,0.35,0.2,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3105_the-teacher-1645.jpg!Blog.jpg,0.9,0.65,0.8,0.7,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/310_the-defenders-1963.jpg,0.35,0.6,0.45,0.0,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3115_odalisque-1932.jpg!Blog.jpg,0.7,0.35,0.55,0.15,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/311_adoration-of-the-knigs-1428.jpg!Blog.jpg,0.5,0.45,0.65,0.55,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3121_black-sea-fleet-in-the-bay-of-feodosia-just-before-the-crimean-war-1890.jpg!Blog.jpg,0.6,0.45,0.8,0.4,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/312_madonna-enthroned-and-ten-saints-1522.jpg!Blog.jpg,1.0,0.3,0.5,1.0,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/312_mushroom-picker-1963.jpg!Blog.jpg,0.65,0.5,0.5,0.9,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3137_the-finding-of-moses-1650.jpg!Blog.jpg,0.65,0.4,0.75,0.5,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/313_wga-a-scene-from-the-beggar-s-opera-1729.jpg!Blog.jpg,0.75,0.4,0.45,0.8,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3148_clouds-above-a-sea-calm-1889.jpg!Blog.jpg,0.9,0.4,0.8,0.85,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3149_angel-holding-a-banner-1660.jpg!Blog.jpg,0.75,0.35,0.35,0.45,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3156_portrait-of-n-lanceray-mom-1912.jpg!Blog.jpg,0.6,0.05,0.3,0.25,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/315_coronation-of-louis-the-pious-1460.jpg!Blog.jpg,0.6,0.2,0.4,0.45,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3166_chasuble-of-st-ildefonso-1660.jpg!Blog.jpg,0.9,1.0,0.5,0.7,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3184_flight-into-egypt-1660.jpg!Blog.jpg,0.75,0.6,0.65,0.8,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3193_jesus-among-doctors-1630.jpg!Blog.jpg,0.9,0.6,0.85,0.9,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/319_coronation-of-pepin-the-short-in-laon-1460.jpg!Blog.jpg,0.5,0.45,0.55,0.75,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/31_jean-philippe-baratier-presented-by-minerva-german-scholar-1735.jpg!Blog.jpg,0.5,0.3,0.35,0.45,0.35
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3205_moses-and-the-water-from-the-rock-of-horeb-1670.jpg!Blog.jpg,0.8,0.65,0.85,1.0,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/320_carthage-1962.jpg,0.6,0.1,0.1,0.15,0.45
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3215_tata-with-vegetables-1923.jpg!Blog.jpg,0.3,0.2,0.65,0.1,0.3
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3218_rebecca-and-eliezer-1650.jpg!Blog.jpg,0.5,0.2,0.5,0.05,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/322_magdalene-in-penitence-1635.jpg!Blog.jpg,0.5,0.2,0.45,0.6,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3243_st-isidor-1655.jpg!Blog.jpg,0.55,0.35,0.25,0.25,0.15
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3256_the-annunciation-1680.jpg!Blog.jpg,0.65,0.7,0.85,0.6,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3259_the-assumption-of-the-virgin-1670.jpg!Blog.jpg,0.6,0.4,0.55,0.55,0.5
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3271_st-sergius-the-buildert-1925.jpg!Blog.jpg,0.4,0.5,0.9,0.1,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3285_woman-with-mandolin-1922.jpg!Blog.jpg,0.7,0.2,0.45,0.5,0.25
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/328_nanny-s-boy-1799.jpg!Blog.jpg,0.5,0.5,0.3,0.1,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/329_neither-more-nor-less-1799.jpg!Blog.jpg,0.35,0.15,0.35,0.45,0.55
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/32_josiah-wedgwood-1795.jpg!Blog.jpg,0.35,0.05,0.3,0.35,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3304_vase-of-peonies-and-snowballs-1878.jpg!Blog.jpg,0.65,0.45,0.4,0.35,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/332_st-paul-1426.jpg!Blog.jpg,0.75,0.3,0.1,0.25,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/334_now-they-are-sitting-well-1799.jpg!Blog.jpg,0.45,0.35,0.65,0.6,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3371_cupid-ordering-mercury-to-announce-his-power-to-the-universe-1647.jpg!Blog.jpg,0.55,0.7,0.65,0.35,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/338_adoration-of-the-child-with-saints-1465.jpg!Blog.jpg,0.5,0.45,0.6,0.05,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3393_still-life-1665.jpg!Blog.jpg,0.7,0.45,0.6,0.9,0.6
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3395_still-life-with-a-late-ming-ginger-jar-1669.jpg!Blog.jpg,0.8,0.4,0.3,0.65,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3398_still-life-with-an-aquamanile-fruit-and-a-nautilus-cup-1660.jpg!Blog.jpg,0.6,0.65,0.4,0.55,0.55
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3418_the-negro-page-1652.jpg!Blog.jpg,0.6,0.45,0.85,0.5,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3446_trans-himalayas-view-from-saga-dzong-1928.jpg,0.25,0.5,0.8,0.3,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3455_fantasia-1940.jpg,0.6,0.65,1.0,0.8,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/345_john-wilkes-1763.jpg!Blog.jpg,0.4,0.25,0.2,0.15,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3464_arbutus-tree-1922.jpg,0.7,0.95,0.75,0.85,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3469_strong-wind-1856.jpg!Blog.jpg,0.9,0.65,0.85,0.75,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/347_saint-john-the-baptist-1637.jpg!Blog.jpg,0.6,0.45,0.3,0.4,0.4
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/348_marriage-1735.jpg!Blog.jpg,0.75,0.45,0.7,0.55,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/34_werl-altarpiece-1438.jpg!Blog.jpg,0.3,0.35,0.25,0.45,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3500_loreley-1942.jpg!Blog.jpg,0.95,0.65,1.0,0.65,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3501_doctor-s-visit-1665.jpg!Blog.jpg,0.5,0.2,0.8,0.5,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3504_white-stone-sign-of-cintamani-or-horse-of-happiness-1933.jpg!Blog.jpg,0.25,0.5,0.7,0.45,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3528_merry-company-on-a-terrace-1675.jpg!Blog.jpg,0.5,0.7,0.65,1.0,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3538_portrait-of-geertruy-gael-second-wife-of-gerrit-gerritsz-schouten-1665.jpg!Blog.jpg,0.8,0.65,0.45,0.4,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3542_prince-s-day-1660.jpg!Blog.jpg,0.75,0.5,0.8,0.75,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3547_revelry-at-an-inn-1674.jpg!Blog.jpg,0.55,0.45,0.7,0.8,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3554_creation-of-the-world-vi-1906.jpg!Blog.jpg,0.65,0.3,0.85,0.85,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3567_tric-trac-players-1667.jpg!Blog.jpg,0.8,0.15,0.5,0.75,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/357_philippe-de-valois-appointed-regent-1460.jpg!Blog.jpg,0.8,0.05,0.0,0.25,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3586_christmas-tree-bargain-1918.jpg!Blog.jpg,0.9,0.25,1.0,0.8,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/358_satyrs-1892.jpg!Blog.jpg,0.75,0.25,0.3,0.75,0.3
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3591_crossing-a-creek-1669.jpg!Blog.jpg,0.5,0.45,0.85,0.7,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3605_bentheim-castle-1653.jpg!Blog.jpg,0.45,0.5,0.8,0.9,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3610_landscape-with-a-wheatfield-1660.jpg!Blog.jpg,0.65,0.55,0.65,0.8,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/361_coronation-of-the-virgin-1447.jpg!Blog.jpg,0.55,0.4,0.3,0.5,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3625_the-road-1958.jpg!Blog.jpg,0.5,0.3,0.35,0.8,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3632_the-grand-dock-at-le-havre-1872.jpg!Blog.jpg,0.9,0.65,0.8,1.0,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/363_st-filippo-neri-in-ecstasy-1614.jpg!Blog.jpg,0.75,0.7,0.7,0.45,0.3
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3641_view-of-the-coast-near-st-petersburg-1835.jpg!Blog.jpg,0.7,0.5,0.5,0.4,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3646_view-of-tiflis-1869.jpg!Blog.jpg,0.7,0.65,0.75,0.75,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/364_second-stage-of-cruelty-1751.jpg!Blog.jpg,0.45,0.4,0.45,0.8,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/365_st-francis-in-prayer-with-two-angels-1631.jpg!Blog.jpg,0.65,0.7,0.8,0.45,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3665_vegetable-market-in-amsterdam-1662.jpg!Blog.jpg,0.85,0.35,0.65,0.9,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/366_disputation-in-the-synagogue-1465.jpg!Blog.jpg,0.55,0.1,0.75,0.5,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3678_a-musical-party-1677.jpg!Blog.jpg,0.5,0.15,0.65,0.4,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/367_disputation-in-the-synagogue-detail-1465.jpg!Blog.jpg,0.65,0.35,0.35,0.35,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3684_a-woman-with-a-baby-in-her-lap-and-a-small-child-1658.jpg!Blog.jpg,0.5,0.5,0.45,0.65,0.5
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3698_essentuki-1948.jpg!Blog.jpg,0.9,0.55,0.8,0.8,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/370_st-catherine-1615.jpg,0.55,0.35,0.4,0.1,0.15
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/371_female-figure-1430.jpg!Blog.jpg,0.75,0.25,0.3,0.35,0.1
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3720_woman-drinking-with-soldiers-1658.jpg!Blog.jpg,0.65,0.5,0.6,0.35,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3727_abisag-1650.jpg!Blog.jpg,0.75,0.25,0.25,0.3,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/372_figure-study-1465.jpg!Blog.jpg,0.6,0.25,0.35,0.35,0.15
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/373_the-arrest-for-theft-1735.jpg!Blog.jpg,0.9,0.3,0.95,0.9,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/374_head-of-a-woman-1452.jpg!Blog.jpg,0.5,0.2,0.3,0.5,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3754_music-painting-and-decoration-of-a-piano-1920.jpg!Blog.jpg,0.85,0.8,0.8,0.45,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3791_portrait-of-ivan-aleksandrovich-goncharov-1874.jpg!Blog.jpg,0.5,0.15,0.3,0.6,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3811_sadko-design-for-the-scene-decoration-1930.jpg!Blog.jpg,0.5,0.55,0.6,0.5,0.6
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3816_the-church-of-st-severin-in-cologne-in-a-fictive-setting-1672.jpg!Blog.jpg,0.5,0.35,1.0,0.5,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3817_the-farm-1666.jpg!Blog.jpg,0.8,0.55,0.9,0.7,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/382_susanna-and-the-elders-1620.jpg!Blog.jpg,0.8,0.65,0.55,0.5,0.55
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3838_artist-s-model-from-the-back-1906.jpg!Blog.jpg,0.5,0.2,0.25,0.1,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3857_christ-s-baptism-1696.jpg!Blog.jpg,0.6,0.65,0.45,0.2,0.45
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/385_the-crucifixion-1460.jpg!Blog.jpg,0.5,0.45,0.25,0.55,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3863_icon-of-the-mother-of-god-from-the-maniava-hermitage-iconostasis-1705.jpg!Blog.jpg,0.75,0.15,0.1,0.45,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3863_romania-breaking-off-her-chains-on-the-field-of-liberty-1849.jpg!Blog.jpg,0.8,0.25,0.25,0.5,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/386_rise-and-fall-1799.jpg!Blog.jpg,0.8,0.85,0.7,0.7,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3871_battle-of-gangut-june-27-1714-1715.jpg!Blog.jpg,0.5,0.7,0.6,0.75,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3872_boat-of-peter-i-1722.jpg!Blog.jpg,0.2,0.15,0.15,0.4,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3875_portrait-of-i-m-golovin-1720.jpg!Blog.jpg,0.35,0.25,0.4,0.25,0.4
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/389_addition-vii-1958.jpg!Blog.jpg,0.9,0.4,0.7,0.4,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/389_gabrielle-navarra-1979.jpg!Blog.jpg,0.5,0.65,0.55,0.25,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/389_the-emperor-charles-iv-and-the-dignitaries-of-paris-1460.jpg!Blog.jpg,0.35,0.45,0.35,0.3,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3901_a-malorossian-hetman-probably-pavlo-polubotok-1720.jpg!Blog.jpg,0.85,0.25,0.2,0.4,0.2
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3908_south-of-france-palma-1908.jpg,0.75,0.7,0.75,0.75,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3909_peter-i-on-his-deathbed-1725.jpg!Blog.jpg,1.0,0.55,0.4,0.6,0.25
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/390_azul-1994.jpg,0.85,0.5,0.95,0.4,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/390_saint-gregory-1799.jpg!Blog.jpg,0.9,0.5,0.35,0.5,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/390_the-funeral-of-the-virgin-1460.jpg!Blog.jpg,0.85,0.5,0.15,0.3,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3912_portrait-of-baron-s-g-stroganoff-1726.jpg!Blog.jpg,0.8,0.55,0.4,0.6,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3922_adoration-of-the-shepherds-adoration-of-the-magi-1755.jpg!Blog.jpg,0.9,0.75,0.65,0.55,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/392_the-penitent-magdalene-1635.jpg!Blog.jpg,0.65,0.35,0.35,0.35,0.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3934_the-adoration-of-the-magi-1757.jpg!Blog.jpg,0.5,0.85,0.8,0.75,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3938_view-of-the-colosseum-1747.jpg!Blog.jpg,0.35,0.65,0.65,0.4,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3939_view-of-the-roman-forum-1747.jpg!Blog.jpg,0.5,0.6,0.65,0.65,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3944_scene-in-a-tavern-1735.jpg!Blog.jpg,0.95,0.8,0.8,0.95,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3947_the-bench-1758.jpg!Blog.jpg,0.45,0.45,0.5,0.75,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/395_milagre-da-ressurrei-o-do-mancebo-1525.jpg!Blog.jpg,0.95,0.8,0.85,0.85,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/396_victory-of-henry-i-on-his-brother-robert-1460.jpg!Blog.jpg,0.4,0.65,0.6,0.8,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3977_japan-odalisque-1916.jpg!Blog.jpg,0.35,0.8,0.7,0.15,0.4
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3984_grand-canal-the-rialto-bridge-from-the-south-1727.jpg!Blog.jpg,0.45,0.35,0.65,0.8,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3_pastoral-landscape-1677.jpg!Blog.jpg,0.75,0.7,0.8,0.75,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4002_piazza-san-marco-the-clocktower-1730.jpg!Blog.jpg,0.4,0.55,0.75,0.75,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4005_reception-of-the-imperial-ambassador-at-the-doge-s-palace-1729.jpg!Blog.jpg,0.8,0.15,0.95,0.7,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4006_return-of-the-bucentoro-to-the-molo-on-ascension-day-1732.jpg!Blog.jpg,0.5,0.45,0.95,0.75,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4008_rio-dei-mendicanti-1724.jpg!Blog.jpg,0.85,0.65,0.6,0.75,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/400_saint-anthony-and-archangel-michael-1456.jpg,0.25,0.1,0.0,0.15,0.3
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/401_the-purification-of-the-virgin-1640.jpg!Blog.jpg,0.75,1.0,0.7,0.6,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4023_the-bucintgoro-by-the-molo-on-ascension-day-1729.jpg!Blog.jpg,0.8,0.7,0.85,0.85,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/402_the-victorious-samson-1612.jpg!Blog.jpg,0.25,0.55,0.2,0.25,0.3
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4037_interior-with-figures-1899.jpg!Blog.jpg,0.95,0.5,0.6,0.95,0.5
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/403_adoration-of-the-magi-right-wing-of-triptych-depicting-the-presentation-in-the-temple-c-1470-72-1472.jpg!Blog.jpg,0.45,0.35,0.45,0.1,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4047_isolation-peak-rocky-mountains-1930.jpg,0.25,0.35,0.65,0.45,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/405_allegorical-representation-of-two-horses-and-a-monkey-1490.jpg!Blog.jpg,0.9,0.2,0.3,0.55,0.55
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4077_audience-granted-by-the-doge-1770.jpg!Blog.jpg,0.85,0.0,0.75,0.7,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/409_she-leaves-him-penniless-1799.jpg!Blog.jpg,0.7,0.45,0.4,0.5,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/40_mares-and-foals-in-a-river-landscape-1768.jpg!Blog.jpg,0.4,0.5,0.65,0.25,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4100_san-giorgio-maggiore-1780.jpg!Blog.jpg,0.8,0.4,0.85,0.85,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4102_the-basin-of-saint-mark-s-square-with-san-giorgio-and-the-giudecca-c-1774-oil-on-canvas-1774.jpg!Blog.jpg,0.65,0.95,0.75,0.85,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4118_pink-bunch-1940.jpg!Blog.jpg,0.7,0.8,0.45,0.7,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/411_breaking-hue-1954.jpg,0.75,0.55,0.85,0.95,0.5
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4132_normandy-beach-1859.jpg!Blog.jpg,0.65,0.4,0.65,0.8,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/413_the-adoration-of-the-infant-jesus-1465.jpg!Blog.jpg,0.65,0.6,0.7,0.3,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4140_view-of-the-island-of-san-giorgio-maggiore-1775.jpg!Blog.jpg,0.85,0.7,0.6,0.95,1.0
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4150_the-pont-des-arts-and-the-institut-de-france-1867.jpg!Blog.jpg,0.45,0.55,0.8,0.6,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4151_sheet-b-from-the-album-ukrainian-alphabet-1919.jpg!Blog.jpg,0.15,0.3,0.45,0.35,0.5
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4169_portrait-of-tsar-peter-i-the-great-1672-1725-1772.jpg!Blog.jpg,0.95,0.45,0.45,0.75,0.05
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/416_a-nude-lying-on-her-back-1927.jpg!Blog.jpg,0.65,0.4,0.55,0.2,0.35
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4172_aurora-borealis-1865.jpg!Blog.jpg,0.9,1.0,0.8,0.85,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4178_forgotten-village-1874.jpg!Blog.jpg,0.8,0.3,0.8,0.9,0.9
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/417_squealers-1799.jpg!Blog.jpg,0.75,0.95,0.6,0.55,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4180_landscape-1874.jpg!Blog.jpg,0.55,0.65,0.75,0.6,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/418_marine-1945.jpg!Blog.jpg,0.8,0.55,0.8,0.65,0.7
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/418_st-bernardino-of-siena-preaching-to-alfonso-v-of-aragon-1783.jpg!Blog.jpg,0.85,0.6,0.5,0.85,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/418_untitled-1982.jpg,0.4,0.35,0.9,0.45,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4194_a-girl-reading-a-letter-by-candlelight-with-a-young-man-peering-over-her-shoulder-1762.jpg!Blog.jpg,0.6,0.15,0.3,0.8,0.25
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4196_roman-landscape-1852.jpg!Blog.jpg,0.9,0.5,0.75,0.95,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/419_central-panel-of-the-triptych-of-st-john-the-baptist-and-st-john-the-evangelist-1479.jpg!Blog.jpg,0.55,0.3,0.35,0.25,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/419_times-of-the-day-noon-1738.jpg!Blog.jpg,0.4,0.6,0.65,0.8,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/420_the-doctors-of-the-church-1437.jpg!Blog.jpg,0.6,0.0,0.05,0.35,0.65
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4231_houses-on-the-moldau-krumau-1910.jpg!Blog.jpg,0.65,0.5,0.8,0.9,0.95
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4256_narcissus-and-the-nymph-echo-etude-1917.jpg!Blog.jpg,0.9,0.75,0.8,0.5,0.15
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/428_children-carving-may-flutes-1877.jpg!Blog.jpg,0.75,0.6,0.9,0.35,0.85
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/4290_himalayan-ponies-1875.jpg!Blog.jpg,0.9,0.4,0.25,0.4,0.15
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/429_alnwick-castle-1747.jpg!Blog.jpg,0.8,0.65,0.65,0.65,0.8
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/430_the-virgin-appears-to-st-bernard-1447.jpg!Blog.jpg,0.25,0.5,0.05,0.25,0.75
https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/431_campo-santi-giovanni-e-paolo-1741.jpg!Blog.jpg,0.45,0.75,0.7,0.55,0.95
